NO2,Proximity_to_Industrial_Areas,Air Quality
30.6,3.4,Poor
28.0,5.4,Moderate
49.6,8.4,Hazardous
22.1,5.7,Moderate
12.3,12.3,Good
26.414375678610206,11.1,Good
27.8,3.9,Poor
22.4,5.5,Moderate
23.0,10.2,Good
13.2,11.5,Good
30.5,5.9,Moderate
16.2,11.2,Good
18.4,10.7,Moderate
13.5,10.3,Good
17.8,5.5,Moderate
35.7,5.3,Poor
27.4,5.8,Poor
25.5,17.8,Good
42.0,4.5,Hazardous
27.3,10.8,Good
18.6,8.3,Moderate
27.3,4.3,Poor
26.414375678610206,13.9,Good
25.3,6.4,Hazardous
26.0,5.6,Moderate
34.4,5.0,Poor
22.8,8.9,Moderate
34.9,5.5,Poor
23.8,12.0,Good
20.0,11.1,Good
31.7,6.8,Poor
39.9,6.4,Hazardous
21.8,6.0,Moderate
30.4,4.8,Poor
15.8,10.1,Good
22.5,15.5,Good
30.5,6.6,Moderate
21.4,11.6,Moderate
41.6,4.8,Hazardous
47.7,3.3,Hazardous
30.3,6.5,Moderate
24.1,7.6,Moderate
12.2,11.3,Good
15.4,5.4,Moderate
18.3,8.9,Moderate
17.3,10.1,Moderate
15.2,10.4,Good
23.6,5.2,Moderate
12.9,10.5,Good
26.414375678610206,13.4,Good
36.6,9.9,Poor
31.0,6.0,Moderate
24.4,10.9,Moderate
28.1,3.8,Poor
20.7,15.4,Good
13.3,14.1,Good
30.8,5.5,Moderate
28.4,5.9,Moderate
24.0,10.8,Moderate
28.9,3.6,Poor
14.9,10.4,Good
26.414375678610206,3.9,Hazardous
19.0,13.1,Good
15.4,11.8,Good
26.8,6.1,Moderate
26.414375678610206,11.6,Good
34.4,5.4,Poor
36.6,2.7,Hazardous
40.9,3.6,Poor
12.0,10.3,Good
26.414375678610206,3.8,Poor
22.6,4.4,Poor
17.7,12.7,Good
20.8,11.4,Good
26.414375678610206,11.5,Good
20.8,5.0,Moderate
33.6,5.8,Moderate
21.7,6.7,Moderate
18.8,10.3,Good
37.1,9.6,Moderate
31.8,8.2,Moderate
28.8,5.7,Hazardous
14.3,12.0,Good
26.414375678610206,8.1,Moderate
29.3,11.9,Moderate
16.9,10.9,Good
30.9,7.1,Poor
22.1,6.0,Moderate
13.8,12.7,Good
26.414375678610206,13.0,Moderate
36.6,5.4,Poor
12.5,24.8,Good
27.1,10.2,Good
28.7,14.7,Moderate
26.4,3.5,Hazardous
21.9,5.7,Moderate
26.414375678610206,13.5,Good
15.8,13.0,Good
21.0,10.4,Good
16.1,20.0,Good
26.414375678610206,3.2,Hazardous
31.2,4.3,Poor
12.5,10.4,Good
13.9,11.4,Good
23.2,15.4,Good
35.0,5.4,Hazardous
34.6,6.9,Moderate
30.7,6.7,Poor
26.9,5.1,Moderate
26.414375678610206,10.4,Good
26.7,5.3,Moderate
14.0,14.0,Good
28.2,9.2,Moderate
26.414375678610206,8.2,Moderate
22.8,16.7,Good
26.414375678610206,6.9,Moderate
38.0,10.3,Poor
26.414375678610206,15.7,Good
24.5,12.6,Good
19.8,11.6,Good
23.4,13.8,Good
13.8,10.2,Good
25.9,9.0,Moderate
12.0,12.1,Good
21.9,8.5,Moderate
23.0,8.2,Moderate
26.2,10.2,Moderate
16.9,10.3,Good
16.3,5.4,Poor
42.3,5.9,Hazardous
22.4,9.1,Moderate
20.1,11.6,Good
53.8,3.7,Hazardous
24.1,14.0,Good
39.5,4.0,Hazardous
22.5,14.8,Good
22.6,12.7,Good
13.8,10.0,Good
14.1,13.0,Good
28.4,7.7,Poor
41.0,5.0,Hazardous
27.3,6.1,Moderate
25.0,10.9,Good
21.9,12.3,Good
42.3,3.8,Poor
14.9,13.5,Good
23.4,10.1,Good
30.5,7.0,Moderate
47.4,4.2,Hazardous
26.414375678610206,5.6,Moderate
18.4,11.7,Good
15.8,12.2,Good
40.4,7.1,Poor
24.2,5.2,Moderate
30.9,3.0,Hazardous
43.1,6.6,Hazardous
13.4,15.8,Good
24.9,8.3,Poor
20.5,6.1,Moderate
55.3,8.5,Hazardous
31.2,10.2,Moderate
18.5,13.8,Good
30.3,5.2,Moderate
42.8,4.7,Hazardous
23.8,5.4,Moderate
26.414375678610206,5.1,Moderate
26.414375678610206,5.5,Moderate
38.3,9.2,Moderate
26.414375678610206,5.6,Moderate
15.8,12.2,Good
26.1,10.9,Good
27.7,3.5,Poor
22.2,11.8,Good
27.8,7.5,Poor
25.8,5.6,Moderate
19.0,7.3,Moderate
39.2,3.5,Poor
33.4,4.3,Poor
37.0,4.9,Hazardous
14.6,11.7,Good
26.414375678610206,6.1,Hazardous
25.7,11.7,Good
23.3,7.9,Moderate
29.1,10.3,Good
29.2,4.8,Poor
32.7,3.2,Hazardous
12.3,10.9,Good
32.2,5.6,Moderate
39.9,5.1,Hazardous
18.8,10.9,Good
26.414375678610206,3.0,Hazardous
33.9,9.3,Moderate
29.0,6.3,Moderate
26.6,10.2,Good
31.9,6.7,Moderate
38.4,6.9,Poor
26.7,3.7,Poor
24.2,9.0,Poor
26.414375678610206,10.1,Good
20.5,5.5,Moderate
26.7,8.4,Hazardous
16.5,10.2,Good
22.5,6.7,Moderate
32.3,9.5,Moderate
22.1,19.2,Good
21.4,5.2,Moderate
24.3,13.0,Good
31.4,6.6,Moderate
26.414375678610206,5.6,Moderate
26.414375678610206,11.9,Good
22.7,3.9,Hazardous
27.2,9.0,Moderate
29.5,5.1,Moderate
33.1,5.7,Moderate
30.2,6.4,Moderate
33.8,5.2,Moderate
18.9,10.1,Moderate
28.9,5.1,Poor
24.7,11.0,Good
15.9,11.7,Good
35.3,6.7,Poor
11.0,10.4,Good
21.3,5.6,Moderate
41.8,5.4,Poor
37.2,5.3,Hazardous
28.4,5.7,Poor
27.5,6.2,Moderate
29.2,4.2,Poor
25.6,6.7,Moderate
21.4,10.7,Moderate
17.7,5.4,Moderate
20.5,13.6,Good
17.5,11.8,Good
22.3,5.8,Moderate
22.0,13.4,Good
29.5,17.1,Good
18.2,10.4,Good
35.0,4.1,Poor
24.2,6.7,Poor
14.0,11.9,Good
31.1,2.7,Hazardous
30.0,9.3,Poor
34.6,5.5,Moderate
18.5,11.1,Good
33.6,3.6,Poor
25.0,10.1,Good
18.7,10.4,Good
26.414375678610206,3.5,Hazardous
14.5,13.6,Good
44.4,4.4,Poor
31.5,5.5,Moderate
25.2,10.2,Good
17.4,14.6,Good
26.414375678610206,5.5,Moderate
16.4,15.8,Good
31.5,2.6,Hazardous
15.4,10.8,Good
26.6,5.9,Moderate
23.8,17.2,Good
31.6,3.9,Poor
23.1,13.2,Good
15.0,11.7,Good
14.6,13.6,Good
38.8,9.5,Poor
33.8,5.7,Poor
21.7,14.4,Good
20.8,6.8,Moderate
27.0,7.4,Moderate
51.4,7.5,Hazardous
23.0,5.9,Poor
12.7,10.5,Good
39.7,11.5,Poor
31.5,4.1,Poor
31.3,4.9,Poor
30.2,7.5,Moderate
17.0,10.6,Good
24.1,4.4,Poor
22.0,12.2,Good
18.5,11.5,Good
38.1,4.2,Poor
30.7,6.9,Moderate
29.6,5.0,Poor
29.5,5.3,Moderate
25.9,5.7,Moderate
20.8,10.8,Good
32.8,4.5,Poor
21.5,10.6,Good
24.2,12.9,Good
20.5,10.2,Good
23.9,9.4,Poor
35.7,6.6,Moderate
25.0,4.1,Poor
29.5,4.7,Poor
35.9,6.0,Hazardous
16.7,10.8,Good
16.5,14.9,Good
19.6,12.6,Moderate
25.6,11.6,Good
22.0,6.9,Moderate
27.8,14.7,Hazardous
12.7,14.2,Good
35.7,8.2,Poor
14.1,10.5,Good
19.1,11.6,Good
15.7,10.1,Good
26.414375678610206,11.2,Good
24.3,9.1,Poor
18.4,11.2,Good
28.0,7.3,Moderate
28.9,5.2,Moderate
27.1,11.2,Good
43.5,2.6,Hazardous
38.0,4.0,Poor
12.5,13.0,Good
19.4,12.9,Good
26.414375678610206,11.0,Good
25.7,7.6,Moderate
23.7,10.9,Good
29.9,9.6,Moderate
26.414375678610206,4.9,Hazardous
24.9,5.4,Moderate
23.4,10.5,Good
24.2,12.1,Good
49.2,2.7,Hazardous
15.7,11.1,Good
16.1,12.9,Good
20.0,14.9,Good
26.414375678610206,9.0,Moderate
25.0,6.3,Moderate
31.3,6.5,Moderate
23.3,8.1,Moderate
34.0,4.6,Poor
21.9,8.4,Moderate
20.4,13.3,Good
28.7,3.7,Poor
29.7,4.4,Poor
33.6,4.4,Poor
19.7,10.8,Good
26.414375678610206,3.4,Poor
17.3,13.0,Good
13.7,11.2,Good
25.2,8.7,Moderate
33.2,4.3,Poor
21.5,11.6,Good
21.4,4.8,Poor
23.5,6.6,Moderate
22.3,10.2,Good
34.9,6.2,Moderate
25.5,12.7,Good
19.0,10.4,Good
30.2,5.1,Moderate
17.7,12.1,Good
21.4,13.5,Good
20.1,8.8,Moderate
16.5,11.8,Good
23.5,5.2,Moderate
23.8,13.3,Good
21.9,10.1,Good
28.8,7.5,Poor
38.3,7.4,Moderate
26.7,7.7,Moderate
25.0,10.2,Moderate
22.3,5.5,Moderate
51.9,8.3,Hazardous
31.9,4.5,Poor
16.5,10.6,Good
15.2,14.4,Good
23.3,10.1,Good
23.8,4.9,Poor
29.8,4.4,Poor
42.9,5.0,Poor
24.2,6.3,Moderate
36.0,7.0,Moderate
37.5,5.2,Poor
36.3,5.4,Moderate
12.4,12.5,Good
34.1,9.7,Moderate
25.6,12.5,Good
20.7,10.2,Good
32.1,3.9,Poor
51.5,6.5,Hazardous
26.3,5.7,Moderate
24.1,5.2,Moderate
29.9,5.6,Poor
13.9,12.7,Good
15.8,13.6,Good
20.5,12.3,Good
29.8,5.1,Moderate
43.6,6.0,Hazardous
12.1,10.4,Good
24.2,10.8,Good
26.414375678610206,5.0,Poor
34.9,8.1,Moderate
30.1,5.5,Moderate
43.2,4.0,Poor
38.5,4.0,Poor
23.9,3.6,Poor
34.7,8.6,Moderate
12.4,16.3,Good
22.4,5.1,Moderate
28.4,10.3,Good
39.8,4.6,Poor
23.5,6.7,Moderate
26.4,10.6,Good
24.7,7.5,Poor
21.6,5.4,Moderate
12.9,10.1,Good
25.3,5.8,Moderate
16.6,14.2,Good
28.6,7.8,Moderate
23.5,11.0,Good
15.0,18.8,Good
33.8,8.3,Moderate
34.4,6.0,Moderate
16.9,10.2,Good
14.2,11.7,Good
26.414375678610206,9.6,Moderate
28.9,11.6,Good
27.1,5.2,Moderate
19.8,13.1,Good
46.9,3.6,Hazardous
30.8,7.9,Hazardous
25.2,7.2,Moderate
31.5,8.2,Moderate
24.9,13.4,Good
26.414375678610206,5.7,Moderate
25.6,4.1,Poor
26.7,10.2,Good
26.414375678610206,5.4,Moderate
39.1,12.1,Hazardous
38.4,4.5,Poor
37.4,9.0,Poor
35.9,5.9,Poor
14.6,7.1,Moderate
22.7,9.3,Moderate
30.0,3.8,Poor
30.4,3.4,Poor
24.8,5.5,Poor
20.9,10.1,Good
37.6,4.3,Hazardous
45.4,3.7,Hazardous
15.7,10.5,Good
28.5,4.7,Poor
26.6,8.2,Poor
20.3,6.5,Moderate
11.3,10.7,Good
27.2,5.0,Moderate
22.9,6.4,Poor
31.1,7.0,Moderate
18.5,11.3,Good
41.2,3.8,Poor
35.6,4.1,Poor
37.5,3.8,Poor
50.1,4.6,Hazardous
25.6,10.4,Good
37.8,6.8,Poor
24.6,11.1,Good
26.414375678610206,4.2,Poor
36.7,3.0,Hazardous
27.5,10.8,Moderate
41.1,6.8,Poor
26.2,12.5,Good
37.1,3.3,Poor
15.0,6.3,Moderate
31.9,5.7,Moderate
35.6,5.6,Poor
31.6,7.0,Poor
36.1,9.5,Moderate
26.6,3.4,Poor
26.8,5.5,Poor
36.0,5.8,Moderate
40.6,10.2,Poor
32.7,6.3,Poor
26.7,10.9,Good
29.3,10.6,Moderate
48.1,4.2,Poor
18.6,10.3,Good
23.7,10.0,Moderate
20.3,5.8,Moderate
14.8,10.0,Good
31.0,4.8,Poor
24.6,10.9,Good
16.8,10.4,Good
37.3,4.1,Hazardous
26.4,11.8,Good
10.8,11.5,Good
23.8,10.3,Good
14.5,11.0,Good
32.8,7.5,Moderate
41.6,9.7,Hazardous
23.3,5.4,Moderate
39.3,5.5,Poor
12.6,10.7,Good
11.4,10.9,Good
20.6,11.1,Good
26.414375678610206,4.0,Hazardous
15.1,10.1,Good
39.9,4.0,Poor
21.5,10.1,Good
16.9,10.7,Good
22.0,4.7,Poor
54.5,2.7,Hazardous
26.414375678610206,10.7,Good
37.9,4.0,Poor
21.0,10.4,Good
22.7,12.0,Moderate
23.6,14.0,Moderate
45.5,6.3,Hazardous
24.8,5.6,Moderate
39.1,3.4,Hazardous
29.3,6.7,Moderate
14.7,11.0,Good
20.5,11.6,Good
18.0,11.9,Good
23.0,5.7,Moderate
26.414375678610206,7.3,Moderate
22.6,5.3,Moderate
26.3,14.4,Good
34.6,5.4,Moderate
15.7,10.2,Good
21.9,11.2,Good
23.5,3.4,Poor
18.7,12.0,Good
31.0,4.6,Poor
28.7,5.1,Moderate
11.7,13.5,Good
26.414375678610206,9.5,Moderate
23.2,10.5,Good
30.7,5.0,Moderate
26.5,6.1,Moderate
15.2,10.5,Good
23.8,4.3,Poor
33.8,15.4,Moderate
22.5,3.6,Poor
17.2,11.1,Good
14.2,12.4,Good
25.5,5.4,Moderate
36.1,5.9,Moderate
36.4,5.0,Poor
21.9,5.2,Moderate
22.9,8.7,Moderate
27.8,10.4,Good
19.3,13.0,Good
23.5,14.0,Good
29.6,7.1,Moderate
35.3,8.7,Poor
24.4,11.6,Good
26.1,12.0,Good
14.7,12.0,Good
26.414375678610206,5.9,Moderate
24.2,3.8,Poor
22.7,8.6,Moderate
20.0,5.0,Moderate
28.7,3.8,Poor
24.8,10.7,Good
32.2,5.9,Moderate
26.414375678610206,10.7,Good
29.1,9.8,Moderate
29.0,5.1,Moderate
20.2,11.0,Good
23.0,14.3,Good
16.3,18.0,Good
26.414375678610206,12.5,Good
23.2,11.2,Good
17.0,12.1,Good
23.5,10.3,Good
34.7,3.9,Poor
18.5,12.2,Good
21.7,12.4,Good
21.5,8.3,Moderate
15.7,5.4,Moderate
24.8,6.5,Moderate
30.9,5.7,Moderate
32.8,4.1,Poor
17.2,13.1,Good
12.9,10.1,Good
32.8,6.7,Moderate
36.4,6.7,Moderate
31.2,5.2,Poor
26.414375678610206,12.0,Moderate
17.5,11.8,Good
24.9,7.2,Moderate
14.0,10.3,Good
15.8,11.6,Good
18.6,10.5,Good
17.6,10.9,Good
30.0,5.9,Moderate
17.6,12.9,Good
37.4,7.1,Moderate
32.3,9.1,Poor
14.7,10.3,Good
31.4,8.9,Moderate
29.7,2.5,Hazardous
21.2,5.2,Moderate
25.9,5.0,Moderate
19.5,3.8,Poor
21.1,11.4,Good
26.6,6.9,Moderate
22.5,19.9,Good
24.2,5.9,Poor
11.3,10.0,Good
22.3,13.6,Good
19.5,6.7,Moderate
20.9,5.5,Moderate
15.1,12.3,Good
19.6,11.3,Good
25.5,7.2,Moderate
17.2,17.2,Good
20.1,11.9,Good
24.1,10.9,Good
21.7,12.2,Good
12.8,10.7,Good
38.8,2.8,Hazardous
32.2,5.1,Moderate
30.6,7.3,Poor
31.0,3.4,Poor
40.2,2.9,Hazardous
24.5,6.4,Moderate
25.1,10.4,Good
20.4,14.8,Good
33.1,6.2,Moderate
16.2,15.3,Good
31.4,7.0,Moderate
26.414375678610206,8.7,Moderate
14.3,11.9,Good
23.0,18.9,Good
18.8,10.3,Good
24.5,10.3,Good
18.0,5.5,Moderate
28.4,5.3,Moderate
25.7,10.5,Good
20.0,6.9,Moderate
19.6,10.8,Good
22.7,10.5,Good
41.3,7.0,Poor
23.0,10.0,Good
32.6,5.0,Moderate
24.2,6.5,Moderate
21.2,8.1,Moderate
16.0,13.4,Good
25.3,11.2,Good
31.0,4.0,Poor
36.7,10.5,Poor
28.5,5.1,Moderate
26.414375678610206,6.2,Moderate
35.7,6.6,Poor
22.8,6.9,Moderate
25.6,8.2,Moderate
13.9,10.7,Good
43.8,2.8,Hazardous
20.8,6.2,Hazardous
17.9,16.9,Good
26.414375678610206,10.2,Good
20.5,10.3,Good
33.1,5.0,Poor
52.7,3.6,Hazardous
30.2,5.9,Moderate
54.4,8.6,Hazardous
25.3,7.0,Poor
21.9,10.8,Moderate
21.9,11.1,Good
25.3,11.2,Good
14.2,13.8,Good
21.4,11.9,Good
20.4,11.0,Good
33.5,4.7,Poor
26.414375678610206,10.9,Good
15.3,13.8,Good
13.3,10.3,Good
16.4,11.2,Good
18.1,15.0,Good
28.7,9.8,Moderate
24.0,10.6,Good
30.5,8.8,Moderate
14.2,10.6,Good
30.4,6.0,Moderate
33.6,5.5,Poor
29.2,4.5,Poor
25.3,8.7,Moderate
35.8,10.6,Poor
25.7,6.4,Moderate
42.3,3.0,Hazardous
32.8,6.3,Moderate
20.7,3.4,Poor
36.2,3.7,Poor
13.7,11.0,Good
33.2,7.5,Moderate
30.6,4.4,Hazardous
24.3,8.6,Moderate
14.8,17.4,Good
37.1,9.2,Moderate
13.0,10.1,Good
20.6,11.2,Good
19.8,5.1,Moderate
24.9,12.6,Good
18.2,13.2,Good
13.4,15.8,Good
29.6,6.5,Moderate
33.6,3.6,Poor
13.2,10.5,Good
26.414375678610206,11.1,Good
24.5,10.4,Good
22.8,6.6,Moderate
36.3,3.4,Hazardous
21.0,8.1,Moderate
25.1,13.4,Good
26.9,10.3,Good
28.8,12.3,Good
15.9,12.1,Good
24.3,10.2,Good
22.9,8.6,Poor
14.1,10.4,Good
17.7,7.3,Moderate
26.414375678610206,7.2,Moderate
21.6,11.1,Good
26.414375678610206,14.1,Good
18.7,5.0,Moderate
23.0,15.0,Good
36.2,5.4,Moderate
15.1,14.8,Good
15.5,10.3,Good
26.414375678610206,5.4,Moderate
28.8,6.5,Poor
27.0,6.3,Moderate
27.9,7.2,Moderate
37.3,7.1,Poor
16.8,11.1,Good
28.8,5.4,Moderate
26.414375678610206,6.2,Moderate
41.7,5.6,Hazardous
29.4,5.4,Moderate
42.4,5.6,Hazardous
16.2,7.1,Moderate
30.9,5.5,Moderate
20.8,12.9,Good
30.4,3.6,Poor
32.3,5.1,Poor
25.2,10.3,Good
11.6,10.6,Good
14.9,10.5,Good
23.8,12.8,Good
19.6,8.6,Moderate
39.4,6.7,Hazardous
25.8,8.9,Moderate
30.0,5.1,Moderate
19.1,10.3,Good
26.414375678610206,7.5,Moderate
35.2,6.3,Moderate
23.7,11.3,Good
23.9,13.8,Good
26.414375678610206,8.7,Poor
36.6,10.7,Moderate
23.9,12.0,Good
28.8,5.8,Moderate
22.1,5.7,Moderate
31.3,3.7,Poor
12.4,10.1,Good
17.4,15.5,Good
16.5,6.0,Moderate
26.414375678610206,5.7,Moderate
18.0,12.9,Good
20.2,5.2,Moderate
27.4,5.1,Moderate
23.3,10.4,Good
38.5,7.4,Poor
10.5,10.8,Good
27.3,11.1,Good
9.2,10.3,Good
24.1,11.8,Good
33.5,5.3,Poor
48.7,4.4,Poor
26.4,8.5,Moderate
11.6,13.4,Good
14.3,14.4,Good
33.0,4.1,Poor
25.1,4.2,Poor
26.414375678610206,14.7,Good
26.414375678610206,4.1,Poor
26.414375678610206,11.8,Good
21.7,9.4,Moderate
22.2,6.6,Poor
30.3,5.6,Moderate
15.4,10.4,Good
24.1,10.7,Good
21.4,11.9,Good
26.0,8.7,Moderate
22.8,12.8,Good
17.4,3.4,Poor
34.2,5.1,Poor
27.8,5.5,Poor
26.414375678610206,3.9,Poor
27.1,11.1,Good
23.6,5.1,Moderate
34.0,2.6,Hazardous
32.1,5.6,Moderate
26.414375678610206,7.2,Moderate
16.8,10.4,Good
17.5,13.8,Good
21.8,11.8,Good
38.3,3.8,Hazardous
29.4,5.5,Moderate
35.1,3.9,Poor
14.8,11.3,Good
10.1,11.0,Good
20.9,11.7,Good
20.0,10.7,Good
15.3,10.3,Good
26.414375678610206,10.2,Good
24.2,5.4,Moderate
25.4,4.7,Poor
29.2,5.3,Moderate
25.5,6.1,Moderate
19.1,13.4,Good
38.5,4.6,Poor
20.8,11.1,Good
32.1,5.9,Moderate
24.3,10.4,Good
26.2,4.7,Poor
11.7,11.4,Good
15.8,11.8,Good
33.0,6.0,Moderate
25.4,12.5,Good
27.8,10.3,Good
27.0,13.3,Good
15.3,11.5,Good
29.3,6.1,Moderate
29.5,5.8,Poor
36.4,8.9,Poor
26.414375678610206,15.9,Good
33.5,4.9,Poor
18.0,12.5,Good
38.4,3.2,Hazardous
20.8,5.6,Moderate
33.4,4.6,Poor
39.7,4.1,Poor
24.5,5.6,Moderate
32.1,4.9,Poor
31.5,3.4,Poor
26.6,20.0,Good
34.5,5.4,Moderate
26.1,11.6,Good
25.4,10.7,Good
11.2,12.2,Good
29.4,5.1,Poor
19.7,11.2,Good
14.5,11.1,Good
32.4,5.2,Moderate
18.1,10.0,Good
23.0,11.2,Good
25.5,6.2,Moderate
42.2,3.7,Hazardous
26.414375678610206,10.4,Good
26.7,5.2,Moderate
32.8,3.9,Hazardous
32.8,9.1,Hazardous
40.4,9.7,Poor
23.3,10.6,Good
23.4,13.7,Good
38.0,4.3,Poor
18.5,15.5,Good
18.5,12.7,Good
21.3,10.8,Good
25.1,11.1,Good
26.9,10.6,Good
24.5,8.5,Moderate
26.5,5.8,Moderate
24.6,8.8,Moderate
21.1,11.7,Good
43.3,5.0,Poor
42.4,3.9,Poor
25.4,5.8,Moderate
31.2,3.5,Hazardous
17.2,6.2,Moderate
11.7,10.6,Good
12.7,10.3,Good
28.8,10.1,Poor
29.2,6.2,Moderate
25.3,5.1,Moderate
38.7,5.6,Hazardous
16.2,10.4,Good
14.4,12.5,Good
26.414375678610206,6.1,Moderate
17.4,5.2,Moderate
20.2,13.6,Good
27.2,4.1,Hazardous
30.3,5.1,Moderate
21.5,5.1,Moderate
23.7,11.2,Good
13.1,13.0,Good
19.5,11.1,Good
26.0,5.4,Moderate
49.6,3.5,Hazardous
10.3,12.0,Good
28.5,7.2,Moderate
26.414375678610206,5.8,Moderate
26.414375678610206,10.5,Good
20.6,5.0,Moderate
26.6,10.2,Good
20.5,10.7,Good
21.4,16.1,Good
16.4,10.1,Good
49.3,2.9,Hazardous
31.1,7.3,Poor
16.9,14.0,Good
29.3,9.5,Moderate
26.0,6.3,Moderate
36.0,4.6,Poor
31.1,7.6,Moderate
31.4,9.6,Poor
27.0,11.0,Moderate
27.1,5.0,Poor
19.5,13.1,Good
28.9,13.7,Good
23.1,5.2,Poor
26.414375678610206,10.3,Good
26.414375678610206,6.1,Moderate
20.2,5.8,Moderate
26.414375678610206,2.7,Hazardous
24.4,12.6,Good
17.1,15.8,Good
15.0,6.4,Moderate
23.1,6.3,Moderate
34.4,5.2,Poor
17.3,18.8,Good
14.7,12.2,Good
26.5,6.0,Poor
24.5,7.6,Moderate
39.2,8.7,Poor
14.2,12.7,Good
31.5,6.5,Moderate
26.414375678610206,6.4,Moderate
12.6,11.0,Good
28.7,4.1,Poor
36.7,3.3,Hazardous
28.4,8.8,Moderate
26.8,10.1,Good
12.2,10.1,Good
17.3,11.4,Good
23.0,10.2,Good
11.8,11.7,Good
18.7,15.4,Good
30.8,7.8,Moderate
46.6,3.6,Hazardous
43.3,7.0,Poor
16.1,10.0,Good
20.4,6.9,Moderate
27.2,5.1,Moderate
26.414375678610206,5.4,Poor
18.5,15.0,Good
25.4,5.1,Moderate
32.9,5.7,Moderate
26.414375678610206,13.0,Good
17.6,12.5,Good
45.7,4.9,Hazardous
24.5,5.9,Moderate
14.2,10.1,Good
16.9,10.3,Good
34.6,5.8,Poor
23.8,12.5,Good
27.7,5.8,Poor
44.9,3.4,Poor
46.2,3.5,Hazardous
19.9,12.6,Good
26.414375678610206,12.7,Good
32.2,9.7,Moderate
15.6,11.4,Good
35.2,7.5,Moderate
29.2,8.2,Poor
20.2,8.8,Moderate
41.7,4.5,Poor
21.2,10.3,Good
40.2,4.2,Poor
26.414375678610206,12.6,Good
26.4,17.0,Good
26.7,12.2,Good
17.5,12.5,Good
26.4,6.9,Moderate
31.2,3.0,Hazardous
16.7,13.1,Good
16.2,10.0,Good
37.3,3.6,Poor
19.9,10.8,Good
28.6,11.8,Moderate
38.7,8.3,Poor
28.0,13.4,Moderate
22.9,4.3,Poor
16.7,10.7,Good
41.0,5.2,Poor
17.3,11.7,Good
10.2,13.3,Good
26.6,7.0,Moderate
37.1,4.3,Poor
15.7,11.8,Good
23.0,6.3,Hazardous
31.4,7.8,Moderate
26.414375678610206,5.3,Moderate
23.9,5.0,Moderate
30.4,3.5,Hazardous
22.1,3.5,Poor
25.8,16.6,Good
26.414375678610206,13.2,Good
17.3,10.0,Good
26.414375678610206,9.0,Moderate
16.9,10.9,Good
24.6,17.6,Good
27.2,5.9,Poor
15.7,13.3,Good
26.414375678610206,4.6,Poor
40.7,3.1,Hazardous
35.2,6.2,Poor
19.1,11.0,Good
46.6,2.5,Hazardous
44.8,13.7,Hazardous
28.2,5.6,Poor
14.1,12.8,Good
40.7,3.2,Hazardous
22.5,6.8,Moderate
23.8,12.3,Good
11.4,11.5,Good
17.1,11.8,Good
20.4,10.3,Good
13.6,10.3,Good
25.0,6.3,Moderate
27.3,5.4,Moderate
19.9,4.1,Hazardous
12.4,10.2,Good
22.9,12.6,Good
19.0,5.4,Moderate
29.0,4.6,Poor
30.3,3.7,Hazardous
31.4,4.3,Poor
27.9,11.1,Good
26.7,14.6,Moderate
25.6,2.8,Hazardous
19.7,13.1,Good
18.4,10.7,Good
30.0,7.1,Moderate
12.6,10.1,Good
33.0,5.7,Hazardous
25.3,10.4,Good
26.414375678610206,6.5,Hazardous
27.1,11.1,Good
59.3,2.9,Hazardous
22.0,6.2,Moderate
23.7,12.8,Good
16.9,10.3,Good
39.6,10.1,Hazardous
22.9,10.5,Good
25.7,6.5,Moderate
28.3,5.5,Poor
22.4,5.5,Moderate
41.6,8.8,Poor
22.1,5.1,Moderate
34.3,8.0,Poor
40.3,4.3,Poor
39.5,3.8,Poor
17.4,8.5,Moderate
29.7,5.5,Moderate
30.8,5.7,Moderate
22.5,10.5,Good
24.0,11.8,Good
33.3,5.7,Moderate
22.9,5.3,Moderate
25.6,8.1,Moderate
29.5,6.3,Moderate
24.8,6.5,Moderate
28.4,5.0,Poor
26.414375678610206,11.7,Good
27.2,5.6,Poor
23.0,10.9,Good
29.4,6.1,Moderate
18.5,16.0,Good
32.7,8.0,Moderate
36.7,7.5,Poor
23.2,5.3,Moderate
26.414375678610206,12.5,Good
31.4,7.7,Moderate
21.4,7.2,Moderate
39.6,5.8,Hazardous
20.5,5.3,Moderate
26.414375678610206,12.1,Good
23.5,3.4,Poor
11.9,10.4,Good
38.3,5.1,Poor
35.7,6.6,Moderate
32.1,4.2,Poor
13.0,10.2,Good
26.414375678610206,7.3,Moderate
37.2,3.9,Poor
26.9,5.3,Moderate
14.6,12.6,Good
16.0,11.7,Good
35.9,4.1,Poor
21.6,10.5,Good
21.7,5.2,Moderate
38.7,3.4,Poor
16.8,11.1,Good
27.0,14.6,Good
24.6,13.1,Good
32.9,6.2,Poor
11.3,11.2,Good
23.7,6.7,Moderate
25.0,10.2,Good
26.0,6.5,Moderate
20.2,10.8,Good
36.0,3.7,Poor
26.414375678610206,12.6,Good
36.7,2.6,Hazardous
18.5,12.0,Good
49.3,3.8,Hazardous
22.7,14.1,Good
16.1,12.9,Good
25.3,5.1,Moderate
18.1,9.1,Moderate
21.5,7.0,Moderate
23.5,6.0,Moderate
36.1,6.9,Hazardous
20.8,10.6,Good
35.4,4.2,Poor
24.3,10.6,Good
25.5,5.8,Moderate
23.8,5.1,Moderate
28.4,3.8,Poor
23.6,10.7,Good
23.5,11.2,Good
34.0,6.2,Hazardous
31.1,7.3,Poor
